X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15
"COPD and other chronic respiratory disease: mild; COPD and other chronic respiratory disease: severe";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Decompensated cirrhosis of the liver";"Asthma: partially controlled; Distance vision: severe impairment";"Cancer: diagnosis and primary therapy; Anxiety disorders: severe";"Musculoskeletal problems, legs: mild; Acute myocardial infarction: days 3-28";"Dementia: mild; Dementia: moderate";"Cancer: diagnosis and primary therapy; Stroke: long-term consequences, severe plus cognition problems";"Decompensated cirrhosis of the liver; COPD and other chronic respiratory disease: severe";"Dementia: mild; Anxiety disorders: moderate";"Cancer: diagnosis and primary therapy; Multiple sclerosis: severe";"Asthma: controlled; Acute myocardial infarction: days 3-28";"Motor impairment: moderate; Parkinson's disease: moderate";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Multiple sclerosis: severe";"Decompensated cirrhosis of the liver; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Motor impairment: moderate; Stroke: long-term consequences, severe plus cognition problems"
"Multiple sclerosis: severe; Amputation of finger(s), excluding thumb: long term, with treatment";"Spinal cord lesion at neck level: treated; Angina pectoris: moderate";"Decompensated cirrhosis of the liver; Cancer: diagnosis and primary therapy";"Parkinson's disease: moderate; COPD and other chronic respiratory disease: mild";"Cancer: diagnosis and primary therapy; Dementia: mild";"Spinal cord lesion at neck level: treated; Acute myocardial infarction: days 3-28";"Stroke: long-term consequences, severe plus cognition problems; Angina pectoris: moderate";"Multiple sclerosis: severe; Distance vision: moderate impairment";"Stroke: long-term consequences, severe plus cognition problems; Amputation of finger(s), excluding thumb: long term, with treatment";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Distance vision: moderate impairment";"Major depressive disorder: moderate episode; Distance vision: moderate impairment";"Decompensated cirrhosis of the liver; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Dementia: mild";"Angina pectoris: moderate; Spinal cord lesion at neck level: treated";"Amputation of finger(s), excluding thumb: long term, with treatment; COPD and other chronic respiratory disease: mild"
"Cancer: diagnosis and primary therapy; Asthma: partially controlled";"COPD and other chronic respiratory disease: severe; Distance vision: severe impairment";"COPD and other chronic respiratory disease: severe; Acute myocardial infarction: days 3-28";"Major depressive disorder: moderate episode; Asthma: partially controlled";"Acute myocardial infarction: days 3-28; Anxiety disorders: moderate";"Dementia: moderate; Asthma: controlled";"Dementia: moderate; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Anemia: moderate; Hearing loss: moderate";"COPD and other chronic respiratory disease: severe; Amputation of finger(s), excluding thumb: long term, with treatment";"Multiple sclerosis: severe; Traumatic brain injury: long-term consequences, moderate, with or without treatment";"Major depressive disorder: moderate episode; Amputation of finger(s), excluding thumb: long term, with treatment";"Decompensated cirrhosis of the liver; Major depressive disorder: moderate episode";"Dementia: moderate; Anxiety disorders: severe";"Distance vision: severe impairment; COPD and other chronic respiratory disease: severe";"Motor impairment: moderate; Distance vision: moderate impairment"
"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Hearing loss: moderate";"Diabetic neuropathy; Asthma: controlled";"COPD and other chronic respiratory disease: severe; Motor impairment: moderate";"Multiple sclerosis: severe; Diabetic neuropathy";"Multiple sclerosis: severe; Cancer: diagnosis and primary therapy";"Major depressive disorder: moderate episode; Hearing loss: complete";"Multiple sclerosis: severe; Parkinson's disease: moderate";"Stroke: long-term consequences, severe plus cognition problems; Hearing loss: complete";"Parkinson's disease: moderate; Hearing loss: complete";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Asthma: controlled";"Anxiety disorders: moderate; Hearing loss: complete";"Asthma: partially controlled; Hearing loss: moderate";"Decompensated cirrhosis of the liver; Dementia: mild";"Asthma: controlled; Diabetic neuropathy";"Distance vision: severe impairment; Anxiety disorders: moderate"
"Acute myocardial infarction: days 3-28; Decompensated cirrhosis of the liver";"Acute myocardial infarction: days 3-28; Major depressive disorder: moderate episode";"Angina pectoris: moderate; Diabetic neuropathy";"Hearing loss: moderate; Musculoskeletal problems, legs: mild";"Asthma: controlled; Amputation of finger(s), excluding thumb: long term, with treatment";"Hearing loss: complete; Distance vision: severe impairment";"Angina pectoris: moderate; Spinal cord lesion at neck level: treated";"Anxiety disorders: moderate; Parkinson's disease: moderate";"Cancer: diagnosis and primary therapy; Parkinson's disease: moderate";"Diabetic neuropathy; Decompensated cirrhosis of the liver";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Spinal cord lesion at neck level: treated";"Amputation of finger(s), excluding thumb: long term, with treatment; Decompensated cirrhosis of the liver";"Anemia: moderate; Anxiety disorders: severe";"Major depressive disorder: moderate episode; Acute myocardial infarction: days 3-28";"Hearing loss: moderate; Traumatic brain injury: long-term consequences, moderate, with or without treatment"
"Dementia: mild; Diabetic neuropathy";"Dementia: mild; Distance vision: moderate impairment";"Stroke: long-term consequences, severe plus cognition problems; Anxiety disorders: severe";"Asthma: partially controlled; Hearing loss: moderate";"Decompensated cirrhosis of the liver; Dementia: mild";"Decompensated cirrhosis of the liver; Musculoskeletal problems, legs: mild";"Parkinson's disease: moderate; Dementia: mild";"Multiple sclerosis: severe; Anxiety disorders: moderate";"Parkinson's disease: moderate; Asthma: controlled";"Multiple sclerosis: severe; Cancer: diagnosis and primary therapy";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Amputation of finger(s), excluding thumb: long term, with treatment";"Decompensated cirrhosis of the liver; Major depressive disorder: moderate episode";"Anxiety disorders: severe; Anemia: moderate";"Distance vision: moderate impairment; Dementia: mild";"Spinal cord lesion at neck level: treated; Hearing loss: moderate"
"Distance vision: severe impairment; Amputation of finger(s), excluding thumb: long term, with treatment";"Anxiety disorders: moderate; Hearing loss: moderate";"Dementia: moderate; Acute myocardial infarction: days 3-28";"Stroke: long-term consequences, moderate; Hearing loss: moderate";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Dementia: mild";"Decompensated cirrhosis of the liver; Dementia: mild";"Acute myocardial infarction: days 3-28; Hearing loss: complete";"Spinal cord lesion at neck level: treated; Angina pectoris: moderate";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Diabetic neuropathy";"Amputation of finger(s), excluding thumb: long term, with treatment; Angina pectoris: moderate";"Cancer: diagnosis and primary therapy; Asthma: controlled";"Distance vision: severe impairment; Anxiety disorders: moderate";"Distance vision: severe impairment; Hearing loss: moderate";"Hearing loss: moderate; Anxiety disorders: moderate";"Anxiety disorders: severe; Hearing loss: complete"
"Stroke: long-term consequences, moderate; Angina pectoris: moderate";"Spinal cord lesion at neck level: treated; Distance vision: severe impairment";"Dementia: moderate; Dementia: mild";"Dementia: mild; Diabetic neuropathy";"Decompensated cirrhosis of the liver; Musculoskeletal problems, legs: mild";"Asthma: partially controlled; Asthma: controlled";"Musculoskeletal problems, legs: mild; Hearing loss: moderate";"Anxiety disorders: moderate; Anemia: moderate";"Major depressive disorder: moderate episode; Hearing loss: complete";"Dementia: moderate; Anemia: moderate";"Motor impairment: moderate; Hearing loss: moderate";"Major depressive disorder: moderate episode; Asthma: partially controlled";"Distance vision: severe impairment; Angina pectoris: moderate";"Distance vision: severe impairment; Spinal cord lesion at neck level: treated";"Cancer: diagnosis and primary therapy; Hearing loss: complete"
"Distance vision: severe impairment; COPD and other chronic respiratory disease: severe";"Angina pectoris: moderate; Anxiety disorders: moderate";"Distance vision: moderate impairment; Distance vision: severe impairment";"Traumatic brain injury: long-term consequences, moderate, with or without treatment; Anxiety disorders: severe";"Distance vision: moderate impairment; Major depressive disorder: moderate episode";"COPD and other chronic respiratory disease: severe; Multiple sclerosis: severe";"Dementia: mild; Anxiety disorders: moderate";"Hearing loss: complete; Distance vision: severe impairment";"Hearing loss: complete; Spinal cord lesion at neck level: treated";"COPD and other chronic respiratory disease: mild; Cancer: diagnosis and primary therapy";"Asthma: controlled; Hearing loss: moderate";"Amputation of finger(s), excluding thumb: long term, with treatment; Cancer: diagnosis and primary therapy";"COPD and other chronic respiratory disease: mild; Angina pectoris: moderate";"Anxiety disorders: moderate; Angina pectoris: moderate";"Dementia: moderate; Multiple sclerosis: severe"
"Multiple sclerosis: severe; Stroke: long-term consequences, moderate";"Major depressive disorder: moderate episode; Angina pectoris: moderate";"Parkinson's disease: moderate; Musculoskeletal problems, legs: mild";"Motor impairment: moderate; Anemia: moderate";"Dementia: moderate; Anxiety disorders: severe";"Dementia: mild; Asthma: partially controlled";"Parkinson's disease: moderate; COPD and other chronic respiratory disease: mild";"Parkinson's disease: moderate; Anemia: moderate";"Spinal cord lesion at neck level: treated; Distance vision: moderate impairment";"Stroke: long-term consequences, severe plus cognition problems; Hearing loss: complete";"Hearing loss: complete; COPD and other chronic respiratory disease: mild";"Hearing loss: complete; Asthma: controlled";"Spinal cord lesion at neck level: treated; Major depressive disorder: moderate episode";"Angina pectoris: moderate; Major depressive disorder: moderate episode";"Cancer: diagnosis and primary therapy; Hearing loss: complete"
"Angina pectoris: moderate; Spinal cord lesion at neck level: treated";"Anemia: moderate; Multiple sclerosis: severe";"Musculoskeletal problems, legs: mild; Major depressive disorder: moderate episode";"Distance vision: moderate impairment; Amputation of finger(s), excluding thumb: long term, with treatment";"Asthma: partially controlled; Stroke: long-term consequences, severe plus cognition problems";"Hearing loss: moderate; COPD and other chronic respiratory disease: severe";"Amputation of finger(s), excluding thumb: long term, with treatment; COPD and other chronic respiratory disease: severe";"Dementia: mild; Amputation of finger(s), excluding thumb: long term, with treatment";"Dementia: mild; Parkinson's disease: moderate";"COPD and other chronic respiratory disease: mild; Anxiety disorders: severe";"Diabetic neuropathy; Stroke: long-term consequences, severe plus cognition problems";"Angina pectoris: moderate; Anxiety disorders: moderate";"Multiple sclerosis: severe; Spinal cord lesion at neck level: treated";"Multiple sclerosis: severe; Anemia: moderate";"Asthma: controlled; Hearing loss: complete"
